timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,date,temperature_2m,relative_humidity_2m,wind_speed_10m,hour,day_of_week,month,aqi_change_rate,aqi_rolling_24h,target_aqi_next_1d,target_aqi_next_2d,target_aqi_next_3d
1758679200,3,165.2,0.03,3.58,29.95,3.57,19.95,89.62,0.06,2025-09-24 02:00:00,26.3,84,12.6,2,2,9,0.0,3.2083333333333335,4.0,4.0,4.0
1758682800,3,162.24,0.38,3.17,30.44,3.5,20.05,90.81,0.08,2025-09-24 03:00:00,27.4,80,12.7,3,2,9,0.0,3.1666666666666665,4.0,4.0,4.0
1758686400,3,153.93,0.65,2.43,34.84,3.52,20.0,91.68,0.06,2025-09-24 04:00:00,28.6,75,12.2,4,2,9,0.0,3.125,4.0,4.0,4.0
1758690000,3,146.75,0.54,1.72,44.25,3.43,20.84,94.92,0.04,2025-09-24 05:00:00,30.2,68,11.6,5,2,9,0.0,3.0833333333333335,4.0,4.0,4.0
1758693600,4,141.0,0.3,1.07,57.78,3.26,23.33,100.64,0.02,2025-09-24 06:00:00,31.7,60,11.4,6,2,9,1.0,3.0833333333333335,4.0,4.0,4.0
1758697200,3,130.87,0.16,0.65,70.07,2.86,24.23,97.75,0.0,2025-09-24 07:00:00,32.9,54,11.4,7,2,9,-1.0,3.0416666666666665,4.0,4.0,4.0
1758700800,3,121.86,0.11,0.48,76.7,2.53,23.99,92.18,0.0,2025-09-24 08:00:00,33.8,50,11.4,8,2,9,0.0,3.0416666666666665,3.0,3.0,3.0
1758704400,3,118.18,0.09,0.41,80.65,2.39,23.88,89.86,0.0,2025-09-24 09:00:00,34.4,46,11.2,9,2,9,0.0,3.0416666666666665,3.0,3.0,3.0
1758708000,3,115.97,0.07,0.38,85.89,2.22,21.96,80.75,0.0,2025-09-24 10:00:00,34.7,43,11.8,10,2,9,0.0,3.0416666666666665,3.0,3.0,4.0
1758711600,3,113.34,0.05,0.37,90.43,2.05,19.74,71.51,0.0,2025-09-24 11:00:00,34.6,42,11.7,11,2,9,0.0,3.0416666666666665,3.0,3.0,4.0
1758715200,3,114.0,0.04,0.44,93.67,2.13,19.32,69.75,0.0,2025-09-24 12:00:00,33.6,47,8.2,12,2,9,0.0,3.0416666666666665,3.0,3.0,4.0
1758718800,3,117.18,0.01,0.56,95.74,2.35,20.1,73.18,0.0,2025-09-24 13:00:00,32.1,57,4.9,13,2,9,0.0,3.0416666666666665,3.0,3.0,4.0
1758722400,3,122.82,0.0,0.64,96.73,2.71,21.95,80.89,0.03,2025-09-24 14:00:00,31.1,55,7.6,14,2,9,0.0,3.0416666666666665,3.0,3.0,4.0
1758726000,3,130.63,0.0,0.7,97.93,3.28,24.17,88.34,0.06,2025-09-24 15:00:00,30.3,55,7.6,15,2,9,0.0,3.0416666666666665,3.0,4.0,4.0
1758729600,3,137.88,0.0,0.8,97.61,4.01,26.05,93.5,0.1,2025-09-24 16:00:00,29.6,56,9.5,16,2,9,0.0,3.0416666666666665,3.0,4.0,4.0
1758733200,3,147.74,0.0,0.97,96.48,4.97,27.74,97.38,0.14,2025-09-24 17:00:00,29.3,57,11.9,17,2,9,0.0,3.0416666666666665,3.0,4.0,4.0
1758736800,3,159.04,0.0,1.25,91.44,6.0,28.24,97.55,0.16,2025-09-24 18:00:00,29.0,58,12.2,18,2,9,0.0,3.0416666666666665,3.0,4.0,4.0
1758740400,3,167.61,0.0,1.67,79.94,6.59,26.91,93.92,0.16,2025-09-24 19:00:00,28.8,61,12.6,19,2,9,0.0,3.0416666666666665,3.0,4.0,4.0
1758744000,3,174.13,0.0,2.19,67.53,6.58,25.66,93.32,0.16,2025-09-24 20:00:00,28.7,63,15.0,20,2,9,0.0,3.0416666666666665,3.0,4.0,4.0
1758747600,3,178.26,0.0,2.71,56.39,6.24,24.76,94.89,0.13,2025-09-24 21:00:00,28.2,67,13.8,21,2,9,0.0,3.0416666666666665,3.0,4.0,4.0
1758751200,3,178.02,0.0,3.13,47.02,5.7,24.02,96.68,0.08,2025-09-24 22:00:00,27.4,72,12.9,22,2,9,0.0,3.0416666666666665,4.0,4.0,4.0
1758754800,3,178.24,0.0,3.48,40.13,5.21,23.95,99.72,0.05,2025-09-24 23:00:00,26.8,75,12.4,23,2,9,0.0,3.0416666666666665,4.0,4.0,4.0
1758758400,4,178.11,0.0,3.74,35.11,4.77,24.24,102.87,0.04,2025-09-25 00:00:00,26.3,78,11.9,0,3,9,1.0,3.0833333333333335,4.0,4.0,4.0
1758762000,4,176.3,0.0,3.86,31.4,4.41,24.54,105.73,0.03,2025-09-25 01:00:00,26.2,85,11.0,1,3,9,0.0,3.125,4.0,4.0,4.0
1758765600,4,175.26,0.03,3.94,29.05,4.21,24.99,109.49,0.04,2025-09-25 02:00:00,26.4,84,10.7,2,3,9,0.0,3.1666666666666665,4.0,4.0,4.0
1758769200,4,174.05,0.5,3.39,29.1,4.01,25.31,112.67,0.05,2025-09-25 03:00:00,27.7,79,9.2,3,3,9,0.0,3.2083333333333335,4.0,4.0,4.0
1758772800,4,167.31,0.82,2.48,34.51,3.91,25.26,114.36,0.05,2025-09-25 04:00:00,29.2,73,10.3,4,3,9,0.0,3.25,4.0,4.0,4.0
1758776400,4,158.4,0.59,1.79,47.4,4.03,26.36,116.37,0.03,2025-09-25 05:00:00,30.8,65,11.4,5,3,9,0.0,3.2916666666666665,4.0,4.0,4.0
1758780000,4,152.31,0.31,1.18,63.58,4.14,30.2,121.3,0.0,2025-09-25 06:00:00,32.3,55,12.8,6,3,9,0.0,3.2916666666666665,4.0,4.0,4.0
1758783600,4,136.03,0.16,0.69,76.17,3.51,28.57,106.3,0.0,2025-09-25 07:00:00,33.6,47,12.9,7,3,9,0.0,3.3333333333333335,4.0,4.0,4.0
1758787200,3,123.99,0.1,0.47,81.57,2.82,25.94,91.07,0.0,2025-09-25 08:00:00,34.3,44,12.6,8,3,9,-1.0,3.3333333333333335,3.0,3.0,4.0
1758790800,3,118.15,0.08,0.39,84.22,2.45,24.48,84.25,0.0,2025-09-25 09:00:00,34.8,42,12.1,9,3,9,0.0,3.3333333333333335,3.0,3.0,4.0
1758794400,3,116.21,0.06,0.36,87.75,2.24,22.89,78.48,0.0,2025-09-25 10:00:00,34.9,41,10.9,10,3,9,0.0,3.3333333333333335,3.0,4.0,4.0
1758798000,3,115.34,0.05,0.36,90.56,2.1,21.96,75.32,0.0,2025-09-25 11:00:00,34.8,41,7.9,11,3,9,0.0,3.3333333333333335,3.0,4.0,4.0
1758801600,3,115.41,0.03,0.4,92.42,2.04,21.49,74.04,0.0,2025-09-25 12:00:00,34.0,46,6.3,12,3,9,0.0,3.3333333333333335,3.0,4.0,4.0
1758805200,3,117.69,0.01,0.5,92.49,2.02,21.81,76.69,0.0,2025-09-25 13:00:00,32.5,57,3.8,13,3,9,0.0,3.3333333333333335,3.0,4.0,4.0
1758808800,3,121.64,0.0,0.55,91.48,2.04,22.67,81.81,0.06,2025-09-25 14:00:00,31.0,57,6.5,14,3,9,0.0,3.3333333333333335,3.0,4.0,4.0
1758812400,3,125.86,0.0,0.56,91.04,2.09,23.22,84.94,0.2,2025-09-25 15:00:00,30.4,55,9.7,15,3,9,0.0,3.3333333333333335,4.0,4.0,4.0
1758816000,3,127.49,0.0,0.55,89.6,2.11,23.08,85.74,0.3,2025-09-25 16:00:00,30.0,52,8.3,16,3,9,0.0,3.3333333333333335,4.0,4.0,4.0
1758819600,3,130.77,0.0,0.55,89.42,2.21,23.19,87.91,0.39,2025-09-25 17:00:00,29.3,54,9.1,17,3,9,0.0,3.3333333333333335,4.0,4.0,4.0
1758823200,3,135.44,0.0,0.59,89.9,2.5,23.37,89.09,0.46,2025-09-25 18:00:00,28.8,57,9.1,18,3,9,0.0,3.3333333333333335,4.0,4.0,4.0
1758826800,3,141.28,0.0,0.68,89.53,3.06,23.53,88.4,0.51,2025-09-25 19:00:00,28.3,60,9.4,19,3,9,0.0,3.3333333333333335,4.0,4.0,4.0
1758830400,3,151.76,0.0,0.83,87.8,3.75,24.64,90.65,0.59,2025-09-25 20:00:00,28.0,62,9.4,20,3,9,0.0,3.3333333333333335,4.0,4.0,4.0
1758834000,3,166.08,0.0,1.02,84.51,4.45,26.58,95.76,0.63,2025-09-25 21:00:00,27.7,64,9.6,21,3,9,0.0,3.3333333333333335,4.0,4.0,4.0
1758837600,4,181.35,0.0,1.24,79.06,4.89,28.85,101.99,0.61,2025-09-25 22:00:00,27.2,67,8.9,22,3,9,1.0,3.375,4.0,4.0,4.0
1758841200,4,196.53,0.0,1.46,72.77,4.86,31.3,109.52,0.52,2025-09-25 23:00:00,26.7,70,9.0,23,3,9,0.0,3.4166666666666665,4.0,4.0,4.0
1758844800,4,209.0,0.0,1.66,65.85,4.47,33.51,117.7,0.38,2025-09-26 00:00:00,26.5,72,9.8,0,4,9,0.0,3.4166666666666665,4.0,4.0,4.0
1758848400,4,215.56,0.0,1.81,59.03,3.96,34.94,124.87,0.27,2025-09-26 01:00:00,26.8,76,9.6,1,4,9,0.0,3.4166666666666665,4.0,4.0,4.0
1758852000,4,219.99,0.01,2.05,53.07,3.64,35.76,132.5,0.26,2025-09-26 02:00:00,27.0,76,9.7,2,4,9,0.0,3.4166666666666665,4.0,4.0,5.0
1758855600,4,219.89,0.17,2.17,49.28,3.37,35.8,138.43,0.27,2025-09-26 03:00:00,28.5,72,8.2,3,4,9,0.0,3.4166666666666665,4.0,4.0,5.0
1758859200,4,215.29,0.38,1.89,51.69,3.16,35.88,143.3,0.25,2025-09-26 04:00:00,30.5,66,8.1,4,4,9,0.0,3.4166666666666665,4.0,4.0,5.0
1758862800,4,211.06,0.33,1.51,61.48,3.02,37.48,147.76,0.21,2025-09-26 05:00:00,32.4,58,8.2,5,4,9,0.0,3.4166666666666665,4.0,4.0,5.0
1758866400,4,210.11,0.23,1.16,75.76,3.02,41.81,154.31,0.15,2025-09-26 06:00:00,33.9,53,7.5,6,4,9,0.0,3.4166666666666665,4.0,4.0,5.0
1758870000,4,154.08,0.11,0.57,86.95,2.46,29.7,109.91,0.0,2025-09-26 07:00:00,34.9,51,6.9,7,4,9,0.0,3.4166666666666665,4.0,4.0,4.0
1758873600,3,130.56,0.06,0.35,90.5,1.9,23.67,87.02,0.0,2025-09-26 08:00:00,35.4,49,7.7,8,4,9,-1.0,3.4166666666666665,3.0,4.0,3.0
1758877200,3,124.76,0.05,0.3,91.77,1.75,22.84,83.42,0.0,2025-09-26 09:00:00,35.7,45,8.5,9,4,9,0.0,3.4166666666666665,3.0,4.0,3.0
1758880800,3,122.67,0.04,0.28,95.06,1.59,22.5,81.36,0.0,2025-09-26 10:00:00,35.8,41,8.5,10,4,9,0.0,3.4166666666666665,4.0,4.0,3.0
1758884400,3,119.71,0.03,0.28,97.28,1.41,21.95,79.73,0.0,2025-09-26 11:00:00,35.7,39,8.2,11,4,9,0.0,3.4166666666666665,4.0,4.0,3.0
1758888000,3,118.85,0.02,0.32,97.99,1.36,22.1,81.76,0.0,2025-09-26 12:00:00,34.8,42,5.1,12,4,9,0.0,3.4166666666666665,4.0,4.0,3.0
1758891600,3,122.42,0.01,0.48,96.36,1.37,23.28,88.3,0.07,2025-09-26 13:00:00,32.9,52,4.0,13,4,9,0.0,3.4166666666666665,4.0,4.0,3.0
1758895200,3,129.87,0.0,0.64,92.93,1.41,25.1,96.1,0.27,2025-09-26 14:00:00,32.0,49,4.6,14,4,9,0.0,3.4166666666666665,4.0,4.0,3.0
1758898800,4,137.89,0.0,0.73,90.43,1.47,26.91,101.84,0.49,2025-09-26 15:00:00,31.3,48,5.9,15,4,9,1.0,3.4583333333333335,4.0,4.0,3.0
1758902400,4,142.33,0.0,0.72,87.78,1.53,28.32,105.25,0.63,2025-09-26 16:00:00,30.2,52,6.7,16,4,9,0.0,3.5,4.0,4.0,3.0
1758906000,4,149.29,0.0,0.74,87.19,1.64,29.94,108.78,0.77,2025-09-26 17:00:00,28.8,58,5.7,17,4,9,0.0,3.5416666666666665,4.0,4.0,3.0
1758909600,4,158.18,0.0,0.82,87.03,1.87,31.34,109.56,0.91,2025-09-26 18:00:00,28.5,58,6.8,18,4,9,0.0,3.5833333333333335,4.0,4.0,3.0
1758913200,4,166.37,0.0,0.89,87.06,2.28,32.14,106.71,0.97,2025-09-26 19:00:00,28.0,58,7.0,19,4,9,0.0,3.625,4.0,4.0,3.0
1758916800,4,174.01,0.0,0.93,88.6,2.97,33.06,104.34,0.95,2025-09-26 20:00:00,27.6,58,7.7,20,4,9,0.0,3.6666666666666665,4.0,4.0,3.0
1758920400,4,180.47,0.0,0.95,91.7,4.0,34.01,103.0,0.87,2025-09-26 21:00:00,27.7,57,8.9,21,4,9,0.0,3.7083333333333335,4.0,4.0,3.0
1758924000,4,186.56,0.0,0.97,91.3,4.44,35.12,100.69,0.79,2025-09-26 22:00:00,27.3,59,9.4,22,4,9,0.0,3.7083333333333335,4.0,4.0,3.0
1758927600,4,195.19,0.0,1.0,86.55,3.88,36.99,102.41,0.81,2025-09-26 23:00:00,26.8,62,9.3,23,4,9,0.0,3.7083333333333335,4.0,4.0,4.0
1758931200,4,203.69,0.0,1.02,81.93,3.27,39.18,108.7,0.83,2025-09-27 00:00:00,26.4,64,9.0,0,5,9,0.0,3.7083333333333335,4.0,4.0,4.0
1758934800,4,210.65,0.0,1.01,78.07,2.91,41.23,117.71,0.8,2025-09-27 01:00:00,26.5,68,8.6,1,5,9,0.0,3.7083333333333335,4.0,4.0,4.0
1758938400,4,220.06,0.0,1.09,76.62,3.09,43.6,129.73,0.85,2025-09-27 02:00:00,26.7,70,7.5,2,5,9,0.0,3.7083333333333335,4.0,5.0,4.0
1758942000,4,228.56,0.06,1.16,78.73,3.68,46.1,143.07,0.81,2025-09-27 03:00:00,28.7,66,6.3,3,5,9,0.0,3.7083333333333335,4.0,5.0,4.0
1758945600,4,232.74,0.13,1.05,84.82,4.41,48.43,155.42,0.66,2025-09-27 04:00:00,31.0,58,6.2,4,5,9,0.0,3.7083333333333335,4.0,5.0,4.0
1758949200,4,233.78,0.13,0.86,89.7,4.6,50.52,163.02,0.58,2025-09-27 05:00:00,33.2,52,7.6,5,5,9,0.0,3.7083333333333335,4.0,5.0,5.0
1758952800,4,234.27,0.11,0.71,96.11,4.84,53.19,170.48,0.49,2025-09-27 06:00:00,35.1,45,9.0,6,5,9,0.0,3.7083333333333335,4.0,5.0,5.0
1758956400,4,138.17,0.04,0.26,106.2,2.68,30.04,104.85,0.01,2025-09-27 07:00:00,36.2,41,9.8,7,5,9,0.0,3.7083333333333335,4.0,4.0,4.0
1758960000,3,117.76,0.03,0.17,106.92,1.59,26.67,94.42,0.0,2025-09-27 08:00:00,36.8,38,10.2,8,5,9,-1.0,3.7083333333333335,4.0,3.0,3.0
1758963600,3,113.43,0.02,0.16,106.34,1.34,27.26,97.45,0.0,2025-09-27 09:00:00,37.1,36,9.3,9,5,9,0.0,3.7083333333333335,4.0,3.0,3.0
1758967200,4,112.25,0.02,0.16,107.24,1.19,28.26,102.12,0.0,2025-09-27 10:00:00,37.1,35,8.3,10,5,9,1.0,3.75,4.0,3.0,3.0
1758970800,4,111.01,0.02,0.18,107.4,1.06,28.99,105.71,0.0,2025-09-27 11:00:00,36.7,34,8.3,11,5,9,0.0,3.7916666666666665,4.0,3.0,3.0
1758974400,4,111.04,0.01,0.22,107.26,1.01,29.48,108.75,0.0,2025-09-27 12:00:00,35.3,41,4.8,12,5,9,0.0,3.8333333333333335,4.0,3.0,3.0
1758978000,4,118.79,0.01,0.48,100.17,1.01,31.01,113.42,0.11,2025-09-27 13:00:00,32.8,49,4.4,13,5,9,0.0,3.875,4.0,3.0,3.0
1758981600,4,133.63,0.0,0.83,89.33,1.04,33.18,119.12,0.49,2025-09-27 14:00:00,32.3,48,3.1,14,5,9,0.0,3.9166666666666665,4.0,3.0,3.0
1758985200,4,149.28,0.0,1.12,80.55,1.05,35.16,124.28,0.92,2025-09-27 15:00:00,31.8,49,3.0,15,5,9,0.0,3.9166666666666665,4.0,3.0,3.0
1758988800,4,159.88,0.0,1.26,72.81,1.02,36.36,127.86,1.19,2025-09-27 16:00:00,31.6,51,1.3,16,5,9,0.0,3.9166666666666665,4.0,3.0,3.0
1758992400,4,170.11,0.0,1.35,67.66,1.02,37.85,133.56,1.42,2025-09-27 17:00:00,29.9,56,2.7,17,5,9,0.0,3.9166666666666665,4.0,3.0,3.0
1758996000,4,178.88,0.0,1.45,63.57,1.0,39.11,138.27,1.62,2025-09-27 18:00:00,28.2,62,4.7,18,5,9,0.0,3.9166666666666665,4.0,3.0,4.0
1758999600,4,184.59,0.0,1.6,59.07,0.95,39.68,139.4,1.73,2025-09-27 19:00:00,27.7,67,5.6,19,5,9,0.0,3.9166666666666665,4.0,3.0,4.0
1759003200,4,194.44,0.0,1.81,54.55,0.88,40.61,139.58,1.77,2025-09-27 20:00:00,28.0,67,9.7,20,5,9,0.0,3.9166666666666665,4.0,3.0,4.0
1759006800,4,208.13,0.0,2.07,49.77,0.81,41.6,138.58,1.81,2025-09-27 21:00:00,28.2,66,10.3,21,5,9,0.0,3.9166666666666665,4.0,3.0,4.0
1759010400,4,223.14,0.0,2.4,44.97,0.73,42.1,135.87,1.84,2025-09-27 22:00:00,27.9,67,10.2,22,5,9,0.0,3.9166666666666665,4.0,3.0,4.0
1759014000,4,238.06,0.0,2.63,41.23,0.64,43.03,137.26,1.87,2025-09-27 23:00:00,27.6,67,9.9,23,5,9,0.0,3.9166666666666665,4.0,4.0,4.0
1759017600,4,249.22,0.0,2.72,38.07,0.55,44.31,142.24,1.86,2025-09-28 00:00:00,27.1,68,8.6,0,6,9,0.0,3.9166666666666665,4.0,4.0,4.0
1759021200,4,255.75,0.0,2.7,35.66,0.51,45.46,149.95,1.86,2025-09-28 01:00:00,27.3,69,8.1,1,6,9,0.0,3.9166666666666665,4.0,4.0,4.0
1759024800,4,265.22,0.02,2.73,35.1,0.58,46.86,158.95,1.94,2025-09-28 02:00:00,27.4,69,7.3,2,6,9,0.0,3.9166666666666665,5.0,4.0,4.0
1759028400,4,274.99,0.27,2.42,38.56,0.76,48.46,168.21,2.02,2025-09-28 03:00:00,29.4,64,5.3,3,6,9,0.0,3.9166666666666665,5.0,4.0,4.0
1759032000,4,263.22,0.3,1.76,57.1,1.63,50.2,180.9,1.85,2025-09-28 04:00:00,31.8,56,5.5,4,6,9,0.0,3.9166666666666665,5.0,4.0,4.0
1759035600,4,264.37,0.26,1.37,67.15,1.96,54.04,187.65,1.72,2025-09-28 05:00:00,34.0,50,6.5,5,6,9,0.0,3.9166666666666665,5.0,5.0,4.0
1759039200,4,264.79,0.19,1.1,78.93,2.5,60.48,196.52,1.53,2025-09-28 06:00:00,35.8,44,7.2,6,6,9,0.0,3.9166666666666665,5.0,5.0,4.0
1759042800,4,157.54,0.09,0.6,120.96,12.82,50.11,164.35,0.0,2025-09-28 07:00:00,37.1,36,9.5,7,6,9,0.0,3.9166666666666665,4.0,4.0,4.0
1759046400,4,140.41,0.05,0.37,122.36,7.45,43.43,136.37,0.0,2025-09-28 08:00:00,37.7,32,10.5,8,6,9,0.0,3.9583333333333335,3.0,3.0,3.0
1759050000,4,137.38,0.04,0.31,121.46,5.05,41.75,129.07,0.0,2025-09-28 09:00:00,37.8,30,11.2,9,6,9,0.0,4.0,3.0,3.0,3.0
1759053600,4,137.78,0.04,0.31,122.36,3.94,41.64,127.83,0.0,2025-09-28 10:00:00,37.7,30,11.7,10,6,9,0.0,4.0,3.0,3.0,3.0
1759057200,4,138.44,0.04,0.33,122.22,3.53,42.26,130.1,0.0,2025-09-28 11:00:00,37.2,30,11.1,11,6,9,0.0,4.0,3.0,3.0,3.0
1759060800,4,139.59,0.02,0.39,121.64,3.43,43.38,134.38,0.0,2025-09-28 12:00:00,35.7,35,9.2,12,6,9,0.0,4.0,3.0,3.0,3.0
1759064400,4,144.48,0.01,0.56,117.7,3.5,46.18,142.12,0.0,2025-09-28 13:00:00,33.1,37,6.5,13,6,9,0.0,4.0,3.0,3.0,3.0
1759068000,4,153.82,0.0,0.74,111.48,3.59,50.0,150.55,0.1,2025-09-28 14:00:00,32.6,38,11.3,14,6,9,0.0,4.0,3.0,3.0,3.0
1759071600,4,164.61,0.0,0.87,106.04,3.62,53.61,157.33,0.23,2025-09-28 15:00:00,32.2,40,12.8,15,6,9,0.0,4.0,3.0,3.0,3.0
1759075200,4,172.8,0.0,0.96,99.27,3.47,55.91,159.52,0.36,2025-09-28 16:00:00,31.1,42,11.3,16,6,9,0.0,4.0,3.0,3.0,3.0
1759078800,4,184.43,0.0,1.07,93.73,3.23,58.68,162.57,0.56,2025-09-28 17:00:00,30.1,45,8.8,17,6,9,0.0,4.0,3.0,3.0,3.0
1759082400,4,196.32,0.0,1.19,88.51,2.94,61.15,165.56,0.72,2025-09-28 18:00:00,29.1,48,8.4,18,6,9,0.0,4.0,3.0,4.0,4.0
1759086000,4,204.31,0.0,1.25,83.24,2.59,62.68,167.54,0.79,2025-09-28 19:00:00,28.4,49,9.0,19,6,9,0.0,4.0,3.0,4.0,4.0
1759089600,4,213.85,0.0,1.27,80.26,2.28,64.53,171.19,0.83,2025-09-28 20:00:00,27.7,50,8.7,20,6,9,0.0,4.0,3.0,4.0,4.0
1759093200,4,223.44,0.0,1.24,79.04,2.03,66.2,174.95,0.83,2025-09-28 21:00:00,27.1,52,8.5,21,6,9,0.0,4.0,3.0,4.0,4.0
1759096800,4,230.82,0.0,1.16,79.51,1.93,67.48,177.65,0.8,2025-09-28 22:00:00,26.7,54,8.3,22,6,9,0.0,4.0,3.0,4.0,4.0
1759100400,4,238.73,0.0,1.11,79.54,1.91,69.51,179.19,0.81,2025-09-28 23:00:00,26.6,55,8.9,23,6,9,0.0,4.0,4.0,4.0,4.0
1759104000,4,245.27,0.0,1.03,79.72,1.93,71.89,181.74,0.8,2025-09-29 00:00:00,26.4,56,8.4,0,0,9,0.0,4.0,4.0,4.0,4.0
1759107600,4,248.22,0.0,0.96,79.97,1.99,73.73,184.04,0.78,2025-09-29 01:00:00,26.9,62,7.8,1,0,9,0.0,4.0,4.0,4.0,4.0
1759111200,5,253.41,0.0,1.01,80.93,2.14,75.31,189.09,0.8,2025-09-29 02:00:00,27.2,63,8.1,2,0,9,1.0,4.041666666666667,4.0,4.0,4.0
1759114800,5,257.53,0.05,1.04,83.59,2.44,76.29,196.82,0.81,2025-09-29 03:00:00,29.2,59,8.4,3,0,9,0.0,4.083333333333333,4.0,4.0,4.0
1759118400,5,257.99,0.09,0.91,90.65,2.95,76.73,205.66,0.73,2025-09-29 04:00:00,31.8,53,8.0,4,0,9,0.0,4.125,4.0,4.0,4.0
1759122000,5,257.52,0.11,0.81,92.91,3.05,75.74,205.23,0.75,2025-09-29 05:00:00,34.0,50,9.7,5,0,9,0.0,4.166666666666667,5.0,4.0,4.0
1759125600,5,256.35,0.1,0.73,96.58,3.13,73.76,201.99,0.76,2025-09-29 06:00:00,35.6,47,9.0,6,0,9,0.0,4.208333333333333,5.0,4.0,4.0
1759129200,4,222.18,0.06,0.43,109.01,2.84,41.14,109.12,0.21,2025-09-29 07:00:00,36.8,42,10.6,7,0,9,-1.0,4.208333333333333,4.0,4.0,4.0
1759132800,3,200.09,0.04,0.34,111.52,2.26,30.91,74.9,0.06,2025-09-29 08:00:00,37.5,37,11.6,8,0,9,-1.0,4.166666666666667,3.0,3.0,3.0
1759136400,3,190.45,0.04,0.33,109.45,2.03,27.32,65.16,0.05,2025-09-29 09:00:00,38.1,34,13.5,9,0,9,0.0,4.125,3.0,3.0,3.0
1759140000,3,189.35,0.04,0.35,108.3,2.02,26.19,62.93,0.06,2025-09-29 10:00:00,38.1,31,15.1,10,0,9,0.0,4.083333333333333,3.0,3.0,3.0
1759143600,3,190.76,0.04,0.42,106.92,2.17,26.55,65.21,0.07,2025-09-29 11:00:00,37.6,31,14.1,11,0,9,0.0,4.041666666666667,3.0,3.0,3.0
1759147200,3,193.5,0.03,0.52,104.82,2.23,26.87,67.54,0.09,2025-09-29 12:00:00,36.4,36,9.6,12,0,9,0.0,4.0,3.0,3.0,3.0
1759150800,3,198.05,0.01,0.71,99.74,2.13,27.64,71.79,0.22,2025-09-29 13:00:00,33.9,43,5.8,13,0,9,0.0,3.9583333333333335,3.0,3.0,3.0
1759154400,3,203.93,0.0,0.87,93.28,1.97,29.04,78.39,0.43,2025-09-29 14:00:00,33.6,40,11.4,14,0,9,0.0,3.9166666666666665,3.0,3.0,3.0
1759158000,3,209.34,0.0,0.99,87.48,1.82,30.27,84.78,0.62,2025-09-29 15:00:00,33.2,40,12.7,15,0,9,0.0,3.875,3.0,3.0,3.0
1759161600,3,209.56,0.0,1.06,81.51,1.57,30.41,88.92,0.74,2025-09-29 16:00:00,32.6,41,11.3,16,0,9,0.0,3.8333333333333335,3.0,3.0,3.0
1759165200,3,209.1,0.0,1.09,77.23,1.29,30.19,92.62,0.81,2025-09-29 17:00:00,32.0,42,11.0,17,0,9,0.0,3.7916666666666665,3.0,3.0,4.0
1759168800,3,206.43,0.0,1.07,74.22,1.03,29.48,95.78,0.83,2025-09-29 18:00:00,30.9,45,8.4,18,0,9,0.0,3.75,4.0,4.0,4.0
1759172400,3,203.76,0.0,1.04,70.78,0.77,28.12,95.04,0.83,2025-09-29 19:00:00,29.6,50,6.0,19,0,9,0.0,3.7083333333333335,4.0,4.0,4.0
1759176000,3,207.75,0.0,1.04,66.98,0.56,27.59,95.12,0.87,2025-09-29 20:00:00,29.3,51,9.2,20,0,9,0.0,3.6666666666666665,4.0,4.0,4.0
1759179600,3,214.66,0.0,1.02,64.48,0.42,27.25,97.06,0.91,2025-09-29 21:00:00,28.9,53,9.7,21,0,9,0.0,3.625,4.0,4.0,4.0
1759183200,3,221.03,0.0,1.01,60.45,0.33,27.51,99.61,0.96,2025-09-29 22:00:00,28.5,56,10.0,22,0,9,0.0,3.5833333333333335,4.0,4.0,4.0
1759186800,4,226.52,0.0,1.02,55.7,0.28,28.56,102.98,0.99,2025-09-29 23:00:00,28.1,59,9.7,23,0,9,1.0,3.5833333333333335,4.0,4.0,4.0
1759190400,4,231.35,0.0,1.04,51.41,0.25,29.91,107.6,1.01,2025-09-30 00:00:00,27.8,62,9.2,0,1,9,0.0,3.5833333333333335,4.0,4.0,4.0
1759194000,4,254.22,0.0,1.37,40.93,0.43,43.77,147.73,1.26,2025-09-30 01:00:00,28.7,65,9.8,1,1,9,0.0,3.5833333333333335,4.0,4.0,4.0
1759197600,4,257.35,0.0,1.41,39.96,0.45,44.68,157.61,1.32,2025-09-30 02:00:00,29.0,66,9.6,2,1,9,0.0,3.5416666666666665,4.0,4.0,4.0
1759201200,4,262.53,0.12,1.33,40.14,0.5,46.23,170.38,1.41,2025-09-30 03:00:00,30.8,63,8.8,3,1,9,0.0,3.5,4.0,4.0,4.0
1759204800,4,259.84,0.22,1.03,47.85,0.65,47.32,188.49,1.42,2025-09-30 04:00:00,33.1,59,8.8,4,1,9,0.0,3.4583333333333335,4.0,4.0,4.0
1759208400,5,251.74,0.18,0.78,55.43,0.67,47.95,200.32,1.34,2025-09-30 05:00:00,35.3,52,11.2,5,1,9,1.0,3.4583333333333335,4.0,4.0,4.0
1759212000,5,242.38,0.12,0.6,61.26,0.62,48.77,209.41,1.22,2025-09-30 06:00:00,36.7,41,14.9,6,1,9,0.0,3.4583333333333335,4.0,4.0,4.0
1759215600,4,192.33,0.04,0.23,86.38,0.71,28.07,114.85,0.44,2025-09-30 07:00:00,37.5,37,19.5,7,1,9,-1.0,3.4583333333333335,4.0,4.0,4.0
