timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,date,temperature_2m,relative_humidity_2m,wind_speed_10m,hour,day_of_week,month,aqi_change_rate,aqi_rolling_24h,target_aqi_next_1d,target_aqi_next_2d,target_aqi_next_3d
1767780000,5,457.29,0.08,0.77,138.08,4.72,112.34,269.69,0.68,2026-01-07 10:00:00,18.8,49,7.0,10,2,1,0.0,5.0,5.0,5.0,5.0
1767783600,5,457.91,0.07,0.94,136.61,4.47,112.9,266.38,0.99,2026-01-07 11:00:00,18.3,51,7.3,11,2,1,0.0,5.0,5.0,5.0,5.0
1767787200,5,464.69,0.03,1.17,133.44,4.16,114.58,267.56,1.26,2026-01-07 12:00:00,16.0,68,4.9,12,2,1,0.0,5.0,5.0,5.0,5.0
1767790800,5,475.23,0.0,1.37,128.42,3.69,116.75,268.8,1.59,2026-01-07 13:00:00,13.0,76,6.3,13,2,1,0.0,5.0,5.0,5.0,5.0
1767794400,5,492.56,0.0,1.47,122.44,3.01,119.93,269.85,1.99,2026-01-07 14:00:00,11.9,81,6.4,14,2,1,0.0,5.0,5.0,5.0,5.0
1767798000,5,508.59,0.0,1.59,116.61,2.33,122.17,269.46,2.27,2026-01-07 15:00:00,10.8,84,6.2,15,2,1,0.0,5.0,5.0,5.0,5.0
1767801600,5,510.03,0.0,1.64,108.9,1.64,120.18,261.33,2.12,2026-01-07 16:00:00,10.1,86,6.2,16,2,1,0.0,5.0,5.0,5.0,5.0
1767805200,5,517.38,0.0,1.74,103.11,1.16,119.18,258.34,1.79,2026-01-07 17:00:00,9.5,87,6.3,17,2,1,0.0,5.0,5.0,5.0,5.0
1767808800,5,525.51,0.0,1.8,98.23,0.84,118.99,258.58,1.33,2026-01-07 18:00:00,9.2,89,6.1,18,2,1,0.0,5.0,5.0,5.0,5.0
1767812400,5,527.59,0.0,1.76,93.07,0.61,118.7,258.86,0.92,2026-01-07 19:00:00,8.3,90,5.8,19,2,1,0.0,5.0,5.0,5.0,5.0
1767816000,5,536.98,0.0,1.72,88.57,0.45,120.44,262.2,0.7,2026-01-07 20:00:00,7.9,92,6.0,20,2,1,0.0,5.0,5.0,5.0,5.0
1767819600,5,550.14,0.0,1.71,84.3,0.34,123.19,266.86,0.58,2026-01-07 21:00:00,7.3,94,5.4,21,2,1,0.0,5.0,5.0,5.0,5.0
1767823200,5,563.17,0.0,1.73,79.45,0.27,125.77,271.1,0.55,2026-01-07 22:00:00,6.7,95,4.6,22,2,1,0.0,5.0,5.0,5.0,5.0
1767826800,5,582.81,0.0,1.77,75.61,0.23,129.52,277.79,0.54,2026-01-07 23:00:00,6.4,96,3.9,23,2,1,0.0,5.0,5.0,5.0,5.0
1767830400,5,601.76,0.0,1.79,72.55,0.2,133.42,284.84,0.54,2026-01-08 00:00:00,6.3,98,4.2,0,3,1,0.0,5.0,5.0,5.0,5.0
1767834000,5,620.69,0.0,1.84,69.84,0.19,136.84,291.07,0.56,2026-01-08 01:00:00,5.8,99,2.7,1,3,1,0.0,5.0,5.0,5.0,5.0
1767837600,5,646.38,0.0,1.99,69.09,0.24,141.51,301.22,0.62,2026-01-08 02:00:00,5.6,99,2.4,2,3,1,0.0,5.0,5.0,5.0,5.0
1767841200,5,672.13,0.0,2.21,70.36,0.3,146.42,312.51,0.65,2026-01-08 03:00:00,6.3,100,4.4,3,3,1,0.0,5.0,5.0,5.0,5.0
1767844800,5,678.51,0.13,2.14,74.83,0.37,147.67,318.52,0.68,2026-01-08 04:00:00,8.9,94,3.5,4,3,1,0.0,5.0,5.0,5.0,5.0
1767848400,5,678.22,0.3,1.78,81.42,0.47,147.5,322.72,0.93,2026-01-08 05:00:00,12.4,82,1.9,5,3,1,0.0,5.0,5.0,5.0,5.0
1767852000,5,669.73,0.26,1.4,94.22,0.7,147.54,329.1,1.41,2026-01-08 06:00:00,14.6,72,2.3,6,3,1,0.0,5.0,5.0,5.0,5.0
1767855600,5,568.27,0.12,0.82,130.76,3.77,130.05,297.17,1.4,2026-01-08 07:00:00,16.1,64,2.5,7,3,1,0.0,5.0,5.0,5.0,5.0
1767859200,5,518.19,0.1,0.74,140.37,5.6,117.78,265.17,1.46,2026-01-08 08:00:00,17.2,58,3.1,8,3,1,0.0,5.0,5.0,5.0,5.0
1767862800,5,499.2,0.1,0.79,145.18,6.99,114.97,256.13,1.5,2026-01-08 09:00:00,17.8,52,3.6,9,3,1,0.0,5.0,5.0,5.0,5.0
1767866400,5,489.9,0.1,0.93,147.75,7.52,111.89,243.64,1.73,2026-01-08 10:00:00,18.2,48,4.2,10,3,1,0.0,5.0,5.0,5.0,5.0
1767870000,5,483.6,0.09,1.14,144.55,7.24,109.34,230.96,2.12,2026-01-08 11:00:00,17.8,49,4.9,11,3,1,0.0,5.0,5.0,5.0,5.0
1767873600,5,486.75,0.05,1.46,140.11,7.03,109.69,227.53,2.44,2026-01-08 12:00:00,15.8,64,3.7,12,3,1,0.0,5.0,5.0,5.0,5.0
1767877200,5,501.33,0.0,1.81,132.1,6.36,112.61,228.12,2.82,2026-01-08 13:00:00,13.4,68,2.7,13,3,1,0.0,5.0,5.0,5.0,5.0
1767880800,5,531.21,0.0,2.06,122.23,5.07,118.56,232.47,3.28,2026-01-08 14:00:00,12.3,72,1.4,14,3,1,0.0,5.0,5.0,5.0,5.0
1767884400,5,562.85,0.0,2.34,112.87,3.82,124.78,238.62,3.61,2026-01-08 15:00:00,11.1,77,1.6,15,3,1,0.0,5.0,5.0,5.0,5.0
1767888000,5,580.69,0.0,2.48,101.61,2.55,127.46,239.36,3.53,2026-01-08 16:00:00,9.5,83,4.3,16,3,1,0.0,5.0,5.0,5.0,5.0
1767891600,5,602.3,0.0,2.59,92.11,1.64,130.72,243.59,3.13,2026-01-08 17:00:00,8.5,87,4.4,17,3,1,0.0,5.0,5.0,5.0,5.0
1767895200,5,619.55,0.0,2.61,84.47,1.15,133.65,249.94,2.54,2026-01-08 18:00:00,7.9,91,5.4,18,3,1,0.0,5.0,5.0,5.0,5.0
1767898800,5,621.75,0.0,2.46,78.04,0.86,134.84,254.87,2.06,2026-01-08 19:00:00,7.2,91,4.5,19,3,1,0.0,5.0,5.0,5.0,5.0
1767902400,5,628.2,0.0,2.34,73.63,0.71,137.07,261.73,1.85,2026-01-08 20:00:00,6.8,92,4.0,20,3,1,0.0,5.0,5.0,5.0,5.0
1767906000,5,638.42,0.0,2.3,69.52,0.63,140.09,268.85,1.83,2026-01-08 21:00:00,6.6,92,2.7,21,3,1,0.0,5.0,5.0,5.0,5.0
1767909600,5,650.1,0.0,2.31,65.23,0.61,143.26,274.85,2.0,2026-01-08 22:00:00,6.5,92,0.8,22,3,1,0.0,5.0,5.0,5.0,5.0
1767913200,5,667.75,0.0,2.34,61.56,0.6,147.46,282.73,2.24,2026-01-08 23:00:00,6.4,92,0.5,23,3,1,0.0,5.0,5.0,5.0,5.0
1767916800,5,683.2,0.0,2.33,58.45,0.6,151.5,291.35,2.47,2026-01-09 00:00:00,6.3,93,1.3,0,4,1,0.0,5.0,5.0,5.0,5.0
1767920400,5,698.66,0.0,2.36,55.19,0.6,154.62,298.86,2.59,2026-01-09 01:00:00,6.0,94,0.4,1,4,1,0.0,5.0,5.0,5.0,5.0
1767924000,5,723.93,0.0,2.6,52.29,0.57,159.01,308.41,2.35,2026-01-09 02:00:00,5.5,97,0.2,2,4,1,0.0,5.0,5.0,5.0,5.0
1767927600,5,750.78,0.01,3.05,49.45,0.53,163.21,316.18,2.05,2026-01-09 03:00:00,5.8,100,1.1,3,4,1,0.0,5.0,5.0,5.0,5.0
1767931200,5,757.24,0.27,3.07,48.27,0.46,162.1,316.51,1.55,2026-01-09 04:00:00,8.1,96,4.4,4,4,1,0.0,5.0,5.0,5.0,5.0
1767934800,5,747.06,0.54,2.43,52.67,0.46,159.09,317.8,1.59,2026-01-09 05:00:00,12.3,79,3.8,5,4,1,0.0,5.0,5.0,5.0,5.0
1767938400,5,727.31,0.42,1.82,64.67,0.57,157.57,324.54,2.1,2026-01-09 06:00:00,14.6,67,5.1,6,4,1,0.0,5.0,5.0,5.0,5.0
1767942000,5,483.14,0.14,0.87,118.03,6.69,117.46,292.07,1.86,2026-01-09 07:00:00,16.3,59,5.0,7,4,1,0.0,5.0,5.0,5.0,5.0
1767945600,5,419.01,0.11,0.72,126.3,8.98,105.5,273.03,1.54,2026-01-09 08:00:00,17.4,53,4.3,8,4,1,0.0,5.0,5.0,5.0,5.0
1767949200,5,390.47,0.1,0.7,129.48,9.57,98.98,259.33,1.56,2026-01-09 09:00:00,18.0,49,3.8,9,4,1,0.0,5.0,5.0,5.0,5.0
1767952800,5,371.3,0.11,0.84,131.15,9.67,92.91,239.84,1.83,2026-01-09 10:00:00,18.0,47,4.8,10,4,1,0.0,5.0,5.0,5.0,5.0
1767956400,5,374.32,0.1,1.06,127.16,8.38,93.04,232.98,2.29,2026-01-09 11:00:00,17.5,49,5.6,11,4,1,0.0,5.0,5.0,5.0,5.0
1767960000,5,387.51,0.06,1.44,121.83,7.32,96.54,237.02,2.63,2026-01-09 12:00:00,15.2,65,5.5,12,4,1,0.0,5.0,5.0,5.0,5.0
1767963600,5,407.31,0.0,1.93,115.05,6.36,101.28,244.51,3.0,2026-01-09 13:00:00,12.3,71,6.6,13,4,1,0.0,5.0,5.0,5.0,5.0
1767967200,5,430.63,0.0,2.27,108.52,5.23,106.49,251.43,3.27,2026-01-09 14:00:00,10.9,76,7.1,14,4,1,0.0,5.0,5.0,5.0,5.0
1767970800,5,451.63,0.0,2.55,102.3,4.06,111.16,256.29,3.38,2026-01-09 15:00:00,10.2,74,8.1,15,4,1,0.0,5.0,5.0,5.0,5.0
1767974400,5,458.17,0.0,2.67,94.45,2.84,111.48,253.14,3.1,2026-01-09 16:00:00,9.4,73,7.7,16,4,1,0.0,5.0,5.0,5.0,5.0
1767978000,5,467.12,0.0,2.71,89.99,2.04,112.43,254.62,2.61,2026-01-09 17:00:00,8.5,78,7.0,17,4,1,0.0,5.0,5.0,5.0,5.0
1767981600,5,470.9,0.0,2.55,87.81,1.55,113.35,258.69,1.98,2026-01-09 18:00:00,8.0,80,7.2,18,4,1,0.0,5.0,5.0,5.0,5.0
1767985200,5,463.16,0.0,2.2,86.12,1.14,112.83,259.25,1.35,2026-01-09 19:00:00,7.2,85,7.2,19,4,1,0.0,5.0,5.0,5.0,5.0
1767988800,5,464.79,0.0,1.94,83.64,0.79,114.18,260.6,0.91,2026-01-09 20:00:00,6.7,89,6.8,20,4,1,0.0,5.0,5.0,5.0,5.0
1767992400,5,472.41,0.0,1.77,80.58,0.59,116.73,263.81,0.67,2026-01-09 21:00:00,6.2,90,6.6,21,4,1,0.0,5.0,5.0,5.0,5.0
1767996000,5,484.54,0.0,1.7,75.82,0.44,119.74,265.57,0.56,2026-01-09 22:00:00,5.8,92,6.1,22,4,1,0.0,5.0,5.0,5.0,5.0
1767999600,5,503.44,0.0,1.72,70.06,0.31,123.93,268.21,0.53,2026-01-09 23:00:00,5.1,93,5.2,23,4,1,0.0,5.0,5.0,5.0,5.0
1768003200,5,523.15,0.0,1.79,64.05,0.23,128.24,273.66,0.52,2026-01-10 00:00:00,4.4,97,4.6,0,5,1,0.0,5.0,5.0,5.0,5.0
1768006800,5,545.34,0.0,1.91,58.79,0.21,132.42,280.96,0.54,2026-01-10 01:00:00,3.9,98,4.2,1,5,1,0.0,5.0,5.0,5.0,5.0
1768010400,5,574.56,0.0,2.11,55.92,0.28,138.09,294.58,0.54,2026-01-10 02:00:00,3.9,98,2.2,2,5,1,0.0,5.0,5.0,5.0,5.0
1768014000,5,598.6,0.01,2.26,57.31,0.47,143.85,310.82,0.52,2026-01-10 03:00:00,4.8,97,3.2,3,5,1,0.0,5.0,5.0,5.0,5.0
1768017600,5,595.97,0.18,1.93,64.91,0.85,145.91,322.45,0.46,2026-01-10 04:00:00,7.5,90,3.6,4,5,1,0.0,5.0,5.0,5.0,5.0
1768021200,5,587.9,0.3,1.44,71.63,1.08,145.92,324.85,0.64,2026-01-10 05:00:00,10.8,80,2.1,5,5,1,0.0,5.0,5.0,5.0,5.0
1768024800,5,576.16,0.23,1.08,81.56,1.43,145.8,328.8,0.97,2026-01-10 06:00:00,12.5,71,1.5,6,5,1,0.0,5.0,5.0,5.0,5.0
1768028400,5,450.85,0.1,0.63,120.01,4.09,119.97,299.59,0.6,2026-01-10 07:00:00,14.5,63,2.9,7,5,1,0.0,5.0,5.0,5.0,5.0
1768032000,5,408.78,0.08,0.53,127.11,4.45,110.92,285.85,0.67,2026-01-10 08:00:00,15.9,57,4.7,8,5,1,0.0,5.0,5.0,5.0,5.0
1768035600,5,402.54,0.09,0.59,129.11,4.74,109.93,283.68,0.89,2026-01-10 09:00:00,16.8,52,5.9,9,5,1,0.0,5.0,5.0,5.0,5.0
1768039200,5,402.68,0.1,0.78,129.32,4.8,108.59,273.0,1.4,2026-01-10 10:00:00,17.1,49,5.9,10,5,1,0.0,5.0,5.0,5.0,5.0
1768042800,5,410.27,0.1,1.02,122.93,4.16,109.56,267.09,1.97,2026-01-10 11:00:00,16.8,51,4.4,11,5,1,0.0,5.0,5.0,5.0,5.0
1768046400,5,421.12,0.06,1.38,116.85,3.65,111.54,267.72,2.43,2026-01-10 12:00:00,15.3,63,0.9,12,5,1,0.0,5.0,5.0,5.0,5.0
1768050000,5,439.33,0.01,1.76,112.31,3.57,115.53,273.92,3.04,2026-01-10 13:00:00,12.8,65,1.0,13,5,1,0.0,5.0,5.0,5.0,5.0
1768053600,5,463.97,0.0,2.0,108.99,3.67,121.47,284.78,3.86,2026-01-10 14:00:00,12.0,68,1.1,14,5,1,0.0,5.0,5.0,5.0,5.0
1768057200,5,490.69,0.0,2.27,106.41,3.8,127.36,296.29,4.85,2026-01-10 15:00:00,11.4,68,0.4,15,5,1,0.0,5.0,5.0,5.0,5.0
1768060800,5,503.7,0.0,2.37,102.55,3.85,130.3,301.98,5.65,2026-01-10 16:00:00,10.3,73,1.3,16,5,1,0.0,5.0,5.0,5.0,5.0
1768064400,5,519.11,0.0,2.46,100.05,3.93,134.36,312.17,6.41,2026-01-10 17:00:00,8.8,80,2.6,17,5,1,0.0,5.0,5.0,5.0,5.0
1768068000,5,529.39,0.0,2.5,97.53,3.95,138.12,322.3,7.04,2026-01-10 18:00:00,8.0,85,3.2,18,5,1,0.0,5.0,5.0,5.0,5.0
1768071600,5,529.43,0.0,2.39,93.82,3.79,140.02,329.43,7.18,2026-01-10 19:00:00,6.5,90,3.2,19,5,1,0.0,5.0,5.0,5.0,5.0
1768075200,5,529.61,0.0,2.23,89.4,3.5,142.73,339.28,6.96,2026-01-10 20:00:00,5.5,94,3.8,20,5,1,0.0,5.0,5.0,5.0,5.0
1768078800,5,529.02,0.0,2.05,84.7,3.13,145.08,347.11,6.55,2026-01-10 21:00:00,5.0,94,4.9,21,5,1,0.0,5.0,5.0,5.0,5.0
1768082400,5,525.08,0.0,1.89,79.44,2.73,145.5,347.4,6.11,2026-01-10 22:00:00,4.8,93,4.4,22,5,1,0.0,5.0,5.0,5.0,5.0
1768086000,5,526.78,0.0,1.77,74.99,2.4,147.46,347.11,5.75,2026-01-10 23:00:00,5.0,94,6.3,23,5,1,0.0,5.0,5.0,5.0,5.0
1768089600,5,530.0,0.0,1.69,70.92,2.06,149.21,343.0,5.25,2026-01-11 00:00:00,4.8,95,5.5,0,6,1,0.0,5.0,5.0,5.0,5.0
1768093200,5,535.84,0.0,1.71,66.88,1.58,150.95,338.57,4.17,2026-01-11 01:00:00,4.2,95,2.4,1,6,1,0.0,5.0,5.0,5.0,5.0
1768096800,5,554.93,0.0,1.93,62.7,1.03,154.06,338.36,2.69,2026-01-11 02:00:00,3.4,98,1.5,2,6,1,0.0,5.0,5.0,5.0,5.0
1768100400,5,581.73,0.01,2.35,58.29,0.67,157.73,339.82,1.67,2026-01-11 03:00:00,3.9,100,4.7,3,6,1,0.0,5.0,5.0,5.0,5.0
1768104000,5,590.61,0.2,2.52,54.87,0.51,156.74,335.29,1.18,2026-01-11 04:00:00,6.8,91,3.7,4,6,1,0.0,5.0,5.0,5.0,5.0
1768107600,5,592.76,0.45,2.11,56.47,0.56,154.78,335.27,1.42,2026-01-11 05:00:00,10.6,81,1.7,5,6,1,0.0,5.0,5.0,5.0,5.0
1768111200,5,590.31,0.42,1.74,64.24,0.8,154.11,343.45,2.01,2026-01-11 06:00:00,12.8,67,1.5,6,6,1,0.0,5.0,5.0,5.0,5.0
1768114800,5,450.4,0.15,0.97,118.76,12.29,133.64,350.91,1.51,2026-01-11 07:00:00,14.6,60,1.9,7,6,1,0.0,5.0,5.0,5.0,5.0
1768118400,5,415.65,0.12,0.81,128.36,15.4,128.86,344.12,1.4,2026-01-11 08:00:00,15.7,57,2.4,8,6,1,0.0,5.0,5.0,5.0,5.0
1768122000,5,405.01,0.11,0.78,132.69,15.68,128.37,343.01,1.53,2026-01-11 09:00:00,16.4,55,2.7,9,6,1,0.0,5.0,5.0,5.0,5.0
1768125600,5,401.4,0.11,0.89,135.47,14.99,129.03,335.83,1.51,2026-01-11 10:00:00,16.7,55,2.9,10,6,1,0.0,5.0,5.0,5.0,5.0
1768129200,5,400.74,0.09,1.06,132.05,12.65,130.27,329.05,1.65,2026-01-11 11:00:00,16.4,57,4.2,11,6,1,0.0,5.0,5.0,5.0,5.0
1768132800,5,405.2,0.05,1.32,126.92,10.64,132.2,328.72,1.85,2026-01-11 12:00:00,15.2,68,1.1,12,6,1,0.0,5.0,5.0,5.0,5.0
1768136400,5,417.62,0.01,1.61,120.52,8.87,135.8,332.74,2.19,2026-01-11 13:00:00,12.8,72,1.1,13,6,1,0.0,5.0,5.0,5.0,5.0
1768140000,5,438.87,0.0,1.77,112.55,6.87,141.66,338.38,2.7,2026-01-11 14:00:00,11.4,77,1.1,14,6,1,0.0,5.0,5.0,5.0,5.0
1768143600,5,463.65,0.0,1.94,105.37,5.4,147.64,344.77,3.05,2026-01-11 15:00:00,10.1,82,0.8,15,6,1,0.0,5.0,5.0,5.0,5.0
1768147200,5,479.75,0.0,2.03,96.84,4.14,150.83,346.57,2.92,2026-01-11 16:00:00,9.2,86,1.0,16,6,1,0.0,5.0,5.0,5.0,5.0
1768150800,5,501.19,0.0,2.1,89.2,2.9,155.69,356.96,2.51,2026-01-11 17:00:00,8.0,89,2.0,17,6,1,0.0,5.0,5.0,5.0,5.0
1768154400,5,519.4,0.0,2.12,81.59,1.83,160.3,369.42,1.87,2026-01-11 18:00:00,7.1,92,2.3,18,6,1,0.0,5.0,5.0,5.0,5.0
1768158000,5,523.82,0.0,1.98,73.55,1.08,161.82,378.94,1.28,2026-01-11 19:00:00,6.5,93,2.2,19,6,1,0.0,5.0,5.0,5.0,5.0
1768161600,5,530.85,0.0,1.87,67.58,0.75,164.28,393.45,1.14,2026-01-11 20:00:00,5.8,94,1.8,20,6,1,0.0,5.0,5.0,5.0,5.0
1768165200,5,536.4,0.0,1.77,62.71,0.58,166.12,406.44,1.19,2026-01-11 21:00:00,5.2,95,3.1,21,6,1,0.0,5.0,5.0,5.0,5.0
1768168800,5,538.04,0.0,1.69,58.7,0.5,166.83,414.61,1.39,2026-01-11 22:00:00,4.8,95,2.7,22,6,1,0.0,5.0,5.0,5.0,5.0
1768172400,5,541.02,0.0,1.64,55.82,0.47,167.95,423.48,1.63,2026-01-11 23:00:00,4.5,95,3.4,23,6,1,0.0,5.0,5.0,5.0,5.0
1768176000,5,543.26,0.0,1.6,53.63,0.46,168.55,429.18,1.93,2026-01-12 00:00:00,4.4,95,5.2,0,0,1,0.0,5.0,5.0,5.0,5.0
1768179600,5,545.73,0.0,1.63,51.21,0.46,168.29,429.06,2.11,2026-01-12 01:00:00,3.8,96,5.2,1,0,1,0.0,5.0,5.0,5.0,5.0
1768183200,5,557.56,0.0,1.8,48.16,0.41,169.38,428.41,1.74,2026-01-12 02:00:00,3.6,97,4.9,2,0,1,0.0,5.0,5.0,5.0,5.0
1768186800,5,571.7,0.01,2.03,45.25,0.34,170.46,424.82,1.21,2026-01-12 03:00:00,5.1,95,5.9,3,0,1,0.0,5.0,5.0,5.0,5.0
1768190400,5,566.43,0.18,1.95,43.33,0.31,165.84,410.22,0.92,2026-01-12 04:00:00,8.0,85,5.9,4,0,1,0.0,5.0,5.0,5.0,5.0
1768194000,5,550.23,0.36,1.52,47.19,0.36,159.19,398.64,1.21,2026-01-12 05:00:00,11.3,76,3.9,5,0,1,0.0,5.0,5.0,5.0,5.0
1768197600,5,531.27,0.3,1.17,58.83,0.52,154.1,395.77,1.68,2026-01-12 06:00:00,13.9,62,3.6,6,0,1,0.0,5.0,5.0,5.0,5.0
1768201200,5,423.29,0.1,0.63,119.1,7.49,140.31,382.92,0.96,2026-01-12 07:00:00,15.6,57,2.2,7,0,1,0.0,5.0,5.0,5.0,5.0
1768204800,5,398.26,0.08,0.53,125.35,8.98,135.19,367.79,0.89,2026-01-12 08:00:00,16.7,54,0.9,8,0,1,0.0,5.0,5.0,5.0,5.0
1768208400,5,387.68,0.08,0.51,126.52,8.8,132.58,360.22,0.81,2026-01-12 09:00:00,17.4,53,0.8,9,0,1,0.0,5.0,5.0,5.0,5.0
1768212000,5,390.87,0.09,0.68,125.99,8.76,134.79,356.28,1.0,2026-01-12 10:00:00,17.6,52,1.6,10,0,1,0.0,5.0,5.0,5.0,5.0
1768215600,5,402.67,0.08,0.92,121.73,8.37,140.09,360.48,1.55,2026-01-12 11:00:00,17.3,54,2.6,11,0,1,0.0,5.0,5.0,5.0,5.0
1768219200,5,414.1,0.05,1.26,119.82,8.53,144.65,367.96,2.25,2026-01-12 12:00:00,15.8,67,1.5,12,0,1,0.0,5.0,5.0,5.0,5.0
1768222800,5,430.24,0.0,1.64,120.54,9.18,149.95,378.5,3.23,2026-01-12 13:00:00,13.4,69,1.6,13,0,1,0.0,5.0,5.0,5.0,5.0
1768226400,5,453.79,0.0,1.92,119.85,9.51,156.05,388.63,4.37,2026-01-12 14:00:00,11.2,78,5.4,14,0,1,0.0,5.0,5.0,5.0,5.0
1768230000,5,479.01,0.0,2.22,116.63,9.21,161.3,395.65,5.41,2026-01-12 15:00:00,10.0,81,6.8,15,0,1,0.0,5.0,5.0,5.0,5.0
1768233600,5,492.4,0.0,2.44,106.78,6.51,161.51,388.76,4.93,2026-01-12 16:00:00,9.6,78,7.7,16,0,1,0.0,5.0,5.0,5.0,5.0
1768237200,5,506.75,0.0,2.63,96.21,3.61,160.93,379.65,3.48,2026-01-12 17:00:00,9.3,77,8.0,17,0,1,0.0,5.0,5.0,5.0,5.0
1768240800,5,513.79,0.0,2.74,87.92,1.93,159.02,366.77,2.05,2026-01-12 18:00:00,8.1,80,7.1,18,0,1,0.0,5.0,5.0,5.0,5.0
1768244400,5,503.0,0.0,2.6,81.44,1.03,153.17,349.22,1.08,2026-01-12 19:00:00,7.3,81,6.9,19,0,1,0.0,5.0,5.0,5.0,5.0
1768248000,5,499.72,0.0,2.46,77.78,0.6,149.64,339.74,0.73,2026-01-12 20:00:00,6.5,83,6.3,20,0,1,0.0,5.0,5.0,5.0,5.0
1768251600,5,498.66,0.0,2.33,75.47,0.4,147.18,335.81,0.59,2026-01-12 21:00:00,6.1,82,6.8,21,0,1,0.0,5.0,5.0,5.0,5.0
1768255200,5,501.13,0.0,2.22,73.56,0.3,145.78,334.17,0.55,2026-01-12 22:00:00,5.6,82,7.6,22,0,1,0.0,5.0,5.0,5.0,5.0
1768258800,5,510.15,0.0,2.14,71.57,0.23,146.77,334.81,0.53,2026-01-12 23:00:00,5.1,83,7.5,23,0,1,0.0,5.0,5.0,5.0,5.0
1768262400,5,519.2,0.0,2.07,70.1,0.19,148.6,338.24,0.51,2026-01-13 00:00:00,4.7,84,8.1,0,1,1,0.0,5.0,5.0,5.0,5.0
1768266000,5,532.21,0.0,2.04,68.97,0.18,151.42,343.94,0.51,2026-01-13 01:00:00,4.3,87,7.4,1,1,1,0.0,5.0,5.0,5.0,5.0
1768269600,5,554.52,0.0,2.19,70.29,0.25,156.71,354.26,0.53,2026-01-13 02:00:00,4.2,88,8.0,2,1,1,0.0,5.0,5.0,5.0,5.0
1768273200,5,577.68,0.01,2.44,73.85,0.37,162.78,366.18,0.55,2026-01-13 03:00:00,5.1,84,9.4,3,1,1,0.0,5.0,5.0,5.0,5.0
1768276800,5,582.65,0.17,2.51,79.45,0.56,164.91,372.78,0.64,2026-01-13 04:00:00,7.9,78,9.9,4,1,1,0.0,5.0,5.0,5.0,5.0
1768280400,5,589.75,0.36,2.21,84.33,0.73,165.9,374.41,1.0,2026-01-13 05:00:00,11.0,70,7.3,5,1,1,0.0,5.0,5.0,5.0,5.0
1768284000,5,584.74,0.33,1.77,97.32,1.14,167.8,381.48,1.34,2026-01-13 06:00:00,14.2,60,8.8,6,1,1,0.0,5.0,5.0,5.0,5.0
1768287600,5,519.82,0.17,1.12,134.49,3.35,163.28,391.0,0.97,2026-01-13 07:00:00,16.3,52,9.7,7,1,1,0.0,5.0,5.0,5.0,5.0
1768291200,5,502.56,0.12,0.86,145.42,4.37,161.57,386.97,1.0,2026-01-13 08:00:00,17.5,48,9.4,8,1,1,0.0,5.0,5.0,5.0,5.0
1768294800,5,509.52,0.1,0.82,148.86,4.82,162.69,384.92,1.24,2026-01-13 09:00:00,18.0,46,8.1,9,1,1,0.0,5.0,5.0,5.0,5.0
1768298400,5,494.14,0.1,0.92,153.69,5.29,156.48,361.91,1.4,2026-01-13 10:00:00,18.1,45,6.8,10,1,1,0.0,5.0,5.0,5.0,5.0
1768302000,5,488.47,0.09,1.14,149.84,4.99,152.3,339.3,1.76,2026-01-13 11:00:00,17.5,48,5.6,11,1,1,0.0,5.0,5.0,5.0,5.0
1768305600,5,495.89,0.05,1.5,144.12,4.63,151.46,328.17,2.13,2026-01-13 12:00:00,16.1,58,2.3,12,1,1,0.0,5.0,5.0,5.0,5.0
1768309200,5,514.06,0.0,1.93,133.75,4.02,153.69,320.03,2.62,2026-01-13 13:00:00,13.1,62,3.2,13,1,1,0.0,5.0,5.0,5.0,5.0
1768312800,5,549.06,0.0,2.28,120.64,3.08,159.27,317.28,3.22,2026-01-13 14:00:00,11.1,72,4.8,14,1,1,0.0,5.0,5.0,5.0,5.0
1768316400,5,586.61,0.0,2.67,109.04,2.33,165.15,317.38,3.4,2026-01-13 15:00:00,9.6,79,5.1,15,1,1,0.0,5.0,5.0,5.0,5.0
1768320000,5,611.39,0.0,2.96,97.15,1.76,167.55,313.74,2.88,2026-01-13 16:00:00,8.7,81,4.6,16,1,1,0.0,5.0,5.0,5.0,5.0
1768323600,5,643.97,0.0,3.25,88.1,1.42,171.62,313.47,2.47,2026-01-13 17:00:00,8.3,81,3.7,17,1,1,0.0,5.0,5.0,5.0,5.0
1768327200,5,675.28,0.0,3.52,80.26,1.23,175.05,311.24,2.12,2026-01-13 18:00:00,8.6,77,2.0,18,1,1,0.0,5.0,5.0,5.0,5.0
1768330800,5,689.57,0.0,3.57,73.16,1.09,175.34,304.79,1.79,2026-01-13 19:00:00,8.2,78,2.4,19,1,1,0.0,5.0,5.0,5.0,5.0
1768334400,5,701.64,0.0,3.51,68.68,1.12,176.53,305.37,1.81,2026-01-13 20:00:00,7.1,82,3.9,20,1,1,0.0,5.0,5.0,5.0,5.0
1768338000,5,711.5,0.0,3.41,65.72,1.22,178.24,309.92,1.99,2026-01-13 21:00:00,6.5,84,5.1,21,1,1,0.0,5.0,5.0,5.0,5.0
1768341600,5,718.28,0.0,3.33,63.14,1.46,179.56,314.23,2.45,2026-01-13 22:00:00,6.2,85,6.6,22,1,1,0.0,5.0,5.0,5.0,5.0
